,,,,,,,,,,x,x,,,,,,,,,,,
DATE,STATION,,GUN NO.,Voltage_actual,Voltage_Prog,Current_actual,Current_prog,Weld_time_actual,Weld_time_Prog,Heat Generated Actual,Heat Generated Prog,Energy_actual,,Energy_Prog,Heat_actual,Heat_prog,Resistance_actual,Resistance_prog,Phase_actual,Phase_prog,Derived heat,Derived Energy
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.02,9,800,1000,12190.4,27000,12635.95,4%,10000,15232.3,10000,228,300,36.88,100,19296.12,15238
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12975.77,4%,10000,15638.15,10000,239,300,37.67,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.12,9,800,1000,12342.4,27000,12766.66,3%,10000,15436.55,10000,230,300,37.02,100,19780.32,15428
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.06,9,800,1000,12702.56,27000,13147.24,3%,10000,15881.94,10000,241,300,37.86,100,19489.08,15878.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.87,9,560,1000,8940.96,27000,9015.75,1%,10000,15958.98,10000,187,300,37.1,100,23603.07,15966
22.12.2022,ECA-40,RH02,D1-MG-885,1.68,3,9.5,9,560,1000,8937.6,27000,9076.861,2%,10000,15961.18,10000,168,300,36.89,100,27075,15960
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.81,9,560,1000,8929.816,27000,9036.126,1%,10000,15937.41,10000,190,300,37.19,100,23284.83,15946.1
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.04,9,800,1000,13314.24,27000,13734.75,3%,10000,16641.56,10000,250,300,38.85,100,19392.48,16642.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.05,9,800,1000,12171.6,27000,12557.41,3%,10000,15209.21,10000,233,300,36.91,100,19440.75,15214.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,13009.85,3%,10000,15687.95,10000,238,300,37.65,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.04,9,800,1000,12799.68,27000,13198.92,3%,10000,15994.82,10000,242,300,38.02,100,19392.48,15999.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12941.82,3%,10000,15623.98,10000,237,300,37.56,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12865.23,3%,10000,15546.34,10000,237,300,37.29,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12954.07,3%,10000,15630,10000,238,300,37.32,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.05,9,800,1000,12686.8,27000,13129.98,3%,10000,15854.56,10000,243,300,37.56,100,19440.75,15858.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.78,3,8.95,9,560,1000,8921.36,27000,9022.299,1%,10000,15928.69,10000,183,300,36.36,100,24030.75,15931
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.97,9,694,1000,9773.5326,27000,9870.089,1%,10000,14078.5,10000,168,300,33.99,100,24138.27,14082.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.91,9,560,1000,9081.072,27000,9152.726,1%,10000,16208.01,10000,187,300,36.9,100,23816.43,16216.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.01,9,800,1000,13200.48,27000,13637.39,3%,10000,16504.93,10000,250,300,38.43,100,19248.03,16500.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,12993.65,3%,10000,15677.42,10000,238,300,37.28,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.04,9,800,1000,12285.12,27000,12686.21,3%,10000,15358.69,10000,238,300,36.65,100,19392.48,15356.4
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.04,9,800,1000,12864,27000,13253.36,3%,10000,16070.6,10000,242,300,37.76,100,19392.48,16080
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12834.95,3%,10000,15494.81,10000,234,300,37.02,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.06,9,800,1000,12122.24,27000,12572.94,4%,10000,15147.16,10000,237,300,36.46,100,19489.08,15152.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.21,9,800,1000,12938.96,27000,13418.34,4%,10000,16168.97,10000,239,300,37.83,100,20221.23,16173.7
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.01,9,800,1000,13264.56,27000,13724.46,3%,10000,16578.01,10000,252,300,38.35,100,19248.03,16580.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.78,9,610,1000,9747.556,27000,9831.193,1%,10000,15980.15,10000,195,300,36.82,100,23126.52,15979.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.67,9,720,1000,9738.144,27000,9831.694,1%,10000,13529.1,10000,172,300,33.4,100,22550.67,13525.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.75,9,610,1000,9821,27000,9917.698,1%,10000,16092.82,10000,196,300,36.84,100,22968.75,16100
22.12.2022,ECA-40,RH02,D1-MG-885,2.11,3,8.39,9,800,1000,14162.32,27000,14564.44,3%,10000,17700.37,10000,243,300,39.36,100,21117.63,17702.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12875.21,3%,10000,15533.03,10000,235,300,37.18,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12852,3%,10000,15540.17,10000,233,300,37.03,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12946.26,3%,10000,15616.22,10000,239,300,37.26,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12882.53,4%,10000,15539.78,10000,236,300,36.7,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.13,9,800,1000,12357.6,27000,12791.96,3%,10000,15444.72,10000,229,300,36.5,100,19829.07,15447
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.58,9,800,1000,13453.44,27000,13883.6,3%,10000,16807,10000,223,300,38.08,100,22084.92,16816.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.08,9,847,1000,14098.1456,27000,14545.71,3%,10000,16638.41,10000,258,300,38.34,100,19585.92,16644.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.93,9,560,1000,9001.44,27000,9113.66,1%,10000,16076.88,10000,186,300,36.69,100,23923.47,16074
22.12.2022,ECA-40,RH02,D1-MG-885,1.58,3,8.85,9,698,1000,9760.134,27000,9868.037,1%,10000,13983.16,10000,173,300,33.89,100,23496.75,13983
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.87,9,560,1000,9238.992,27000,9380.402,2%,10000,16505.27,10000,196,300,37.32,100,23603.07,16498.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.03,9,800,1000,13233.44,27000,13663.67,3%,10000,16531.5,10000,251,300,38.15,100,19344.27,16541.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12922.76,3%,10000,15611.18,10000,237,300,36.96,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12815.14,3%,10000,15497.13,10000,233,300,36.63,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.15,9,800,1000,12714,27000,13119.08,3%,10000,15896.4,10000,233,300,37.2,100,19926.75,15892.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.15,9,800,1000,12714,27000,13129.25,3%,10000,15890.36,10000,234,300,37.32,100,19926.75,15892.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.12,9,800,1000,12602.24,27000,13021.98,3%,10000,15749.7,10000,234,300,37.12,100,19780.32,15752.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.05,9,800,1000,11914,27000,12326.14,3%,10000,14895.64,10000,222,300,35.95,100,19440.75,14892.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.07,9,800,1000,12847.44,27000,13287.09,3%,10000,16060.69,10000,243,300,37.51,100,19537.47,16059.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.74,3,8.73,9,647,1000,9828.0594,27000,9899.932,1%,10000,15181.85,10000,189,300,35.99,100,22863.87,15190.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.55,3,8.69,9,723,1000,9738.4485,27000,9838.014,1%,10000,13468.72,10000,173,300,33.64,100,22654.83,13469.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.7,9,560,1000,9013.2,27000,9106.089,1%,10000,16086.86,10000,197,300,36.99,100,22707,16095
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.04,9,800,1000,13121.28,27000,13595.3,3%,10000,16403.44,10000,247,300,38.23,100,19392.48,16401.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12971,3%,10000,15706.28,10000,237,300,37.31,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.04,9,800,1000,12092.16,27000,12489.13,3%,10000,15110.88,10000,233,300,36.61,100,19392.48,15115.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12994.46,3%,10000,15692.24,10000,238,300,37.66,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.11,9,800,1000,12521.84,27000,12984.52,4%,10000,15657.13,10000,233,300,37.62,100,19731.63,15652.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12917.75,3%,10000,15641.64,10000,236,300,37.25,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.47,9,663,1000,11175.0639,27000,11328.14,1%,10000,16860.67,10000,226,300,38.89,100,21522.27,16855.3
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.08,9,847,1000,14166.5832,27000,14637.32,3%,10000,16731.4,10000,260,300,38.93,100,19585.92,16725.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.94,9,560,1000,9011.52,27000,9132.43,1%,10000,16094.16,10000,187,300,37.46,100,23977.08,16092
22.12.2022,ECA-40,RH02,D1-MG-885,1.6,3,8.86,9,687,1000,9738.912,27000,9876.112,1%,10000,14170.72,10000,175,300,34.62,100,23549.88,14176
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.87,9,560,1000,9139.648,27000,9255.364,1%,10000,16316.57,10000,191,300,37.58,100,23603.07,16320.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.19,3,8.12,9,800,1000,14226.24,27000,14681.03,3%,10000,17774.7,10000,261,300,40.23,100,19780.32,17782.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13055.42,3%,10000,15776.82,10000,238,300,37.43,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.05,9,800,1000,12236,27000,12607.36,3%,10000,15293.67,10000,226,300,36.45,100,19440.75,15295
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.06,9,800,1000,12702.56,27000,13152.42,3%,10000,15884.31,10000,237,300,37.48,100,19489.08,15878.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.07,9,800,1000,12460.08,27000,12898.84,3%,10000,15574.91,10000,236,300,37.08,100,19537.47,15575.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12941.45,3%,10000,15628.64,10000,240,300,37.32,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12886.98,4%,10000,15543.25,10000,237,300,37.19,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.13,9,800,1000,13333.2,27000,13766.93,3%,10000,16659.32,10000,244,300,38.92,100,19829.07,16666.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.74,3,8.76,9,641,1000,9770.3784,27000,9899.333,1%,10000,15249.53,10000,188,300,36.12,100,23021.28,15242.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.6,3,8.97,9,682,1000,9788.064,27000,9893.67,1%,10000,14353.6,10000,172,300,34.82,100,24138.27,14352
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.54,9,560,1000,8464.848,27000,8575.029,1%,10000,15112.61,10000,189,300,36.08,100,21879.48,15115.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.04,9,800,1000,13442.88,27000,13916.23,3%,10000,16807.36,10000,251,300,38.95,100,19392.48,16803.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.08,9,800,1000,12216.96,27000,12636.92,3%,10000,15278.57,10000,226,300,36.97,100,19585.92,15271.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.01,3,8.41,9,639,1000,10801.7199,27000,10885.34,1%,10000,16900.88,10000,224,300,38.38,100,21218.43,16904.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.06,9,800,1000,12767.04,27000,13213.68,3%,10000,15955.83,10000,245,300,37.48,100,19489.08,15958.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.09,9,800,1000,12426.24,27000,12869.79,3%,10000,15527.23,10000,233,300,37.08,100,19634.43,15532.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.09,9,800,1000,12426.24,27000,12850.37,3%,10000,15528.58,10000,235,300,37.14,100,19634.43,15532.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.17,9,800,1000,12745.2,27000,13166.43,3%,10000,15940.67,10000,235,300,37.32,100,20024.67,15931.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.1,9,800,1000,13413.6,27000,13860.95,3%,10000,16764.52,10000,247,300,38.84,100,19683,16767
22.12.2022,ECA-40,RH02,D1-MG-885,1.73,3,9.08,9,560,1000,8796.704,27000,8895.718,1%,10000,15704.42,10000,179,300,36.37,100,24733.92,15708.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.65,3,9.44,9,560,1000,8722.56,27000,8846.194,1%,10000,15570.55,10000,166,300,36.46,100,26734.08,15576
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.89,9,560,1000,9259.824,27000,9383.368,1%,10000,16528.15,10000,193,300,37.72,100,23709.63,16535.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.14,3,8.07,9,800,1000,13815.84,27000,14298.82,3%,10000,17271.3,10000,261,300,39.57,100,19537.47,17269.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.05,9,800,1000,12364.8,27000,12775.65,3%,10000,15454.46,10000,231,300,36.83,100,19440.75,15456
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.06,9,800,1000,12186.72,27000,12617.63,3%,10000,15235.67,10000,227,300,36.56,100,19489.08,15233.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.04,9,800,1000,12671.04,27000,13113.93,3%,10000,15840.97,10000,239,300,37.71,100,19392.48,15838.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12839.62,3%,10000,15541.33,10000,236,300,37.14,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.05,9,800,1000,12364.8,27000,12819.98,4%,10000,15464.06,10000,235,300,37,100,19440.75,15456
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12996.59,3%,10000,15705.3,10000,238,300,37.26,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.12,9,816,1000,13516.8768,27000,13946.1,3%,10000,16557.46,10000,252,300,38.38,100,19780.32,16564.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.47,9,560,1000,8537.76,27000,8646.4,1%,10000,15246,10000,196,300,36.12,100,21522.27,15246
22.12.2022,ECA-40,RH02,D1-MG-885,1.59,3,8.82,9,696,1000,9760.5648,27000,9869.011,1%,10000,14027.46,10000,175,300,34.25,100,23337.72,14023.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.42,9,560,1000,8723.12,27000,8830.482,1%,10000,15580.51,10000,205,300,36.96,100,21268.92,15577
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.07,9,800,1000,13686.72,27000,14180.26,3%,10000,17106.7,10000,259,300,39.63,100,19537.47,17108.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.1,9,800,1000,12700.8,27000,13111.83,3%,10000,15879.14,10000,233,300,37.34,100,19683,15876
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.03,9,800,1000,12526.8,27000,12924.46,3%,10000,15662.79,10000,235,300,37.26,100,19344.27,15658.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.04,9,800,1000,12285.12,27000,12689.07,3%,10000,15348,10000,228,300,36.76,100,19392.48,15356.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.12,9,800,1000,12537.28,27000,12984.7,3%,10000,15675.46,10000,234,300,37.1,100,19780.32,15671.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.04,9,800,1000,11963.52,27000,12388.4,3%,10000,14950.87,10000,222,300,36.01,100,19392.48,14954.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.08,9,800,1000,12346.24,27000,12777.35,3%,10000,15425.54,10000,236,300,36.88,100,19585.92,15432.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.02,3,8.09,9,800,1000,13073.44,27000,13507.25,3%,10000,16333.32,10000,241,300,38.26,100,19634.43,16341.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.64,3,9.45,9,560,1000,8678.88,27000,8791.282,1%,10000,15504.07,10000,164,300,36.1,100,26790.75,15498
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.81,9,560,1000,9176.496,27000,9302.963,1%,10000,16383.25,10000,198,300,37.24,100,23284.83,16386.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.71,9,628,1000,9791.0852,27000,9911.186,1%,10000,15593.41,10000,192,300,36.2,100,22759.23,15590.9
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.04,9,800,1000,13635.84,27000,14056.52,3%,10000,17041.2,10000,254,300,38.73,100,19392.48,17044.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.03,9,800,1000,12141.36,27000,12554.03,3%,10000,15176.89,10000,229,300,36.3,100,19344.27,15176.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12812.76,3%,10000,15514.37,10000,231,300,36.99,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.03,9,800,1000,12077.12,27000,12456.67,3%,10000,15087,10000,224,300,36.02,100,19344.27,15096.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.03,9,800,1000,11755.92,27000,12175.8,3%,10000,14694.35,10000,218,300,36.18,100,19344.27,14694.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.51,9,800,1000,13139.44,27000,13582.88,3%,10000,16414.65,10000,219,300,38.07,100,21726.03,16424.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.13,9,800,1000,12617.76,27000,13050.11,3%,10000,15775.3,10000,240,300,37.63,100,19829.07,15772.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.1,9,868,1000,14624.064,27000,15109.74,3%,10000,16850.7,10000,264,300,38.86,100,19683,16848
22.12.2022,ECA-40,RH02,D1-MG-885,1.78,3,8.66,9,560,1000,8632.288,27000,8746.977,1%,10000,15421.92,10000,188,300,36.5,100,22498.68,15414.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.61,3,9.04,9,560,1000,8150.464,27000,8254.101,1%,10000,14554.72,10000,169,300,35.09,100,24516.48,14554.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.66,9,625,1000,9796.625,27000,9916.358,1%,10000,15666.09,10000,199,300,36.44,100,22498.68,15674.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.1,3,8.34,9,800,1000,14011.2,27000,14417.58,3%,10000,17510.64,10000,240,300,39.44,100,20866.68,17514
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12837.35,3%,10000,15512.26,10000,237,300,36.86,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.17,9,800,1000,12679.84,27000,13070.65,3%,10000,15844.37,10000,228,300,37.56,100,20024.67,15849.8
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.35,9,636,1000,10621.2,27000,10747.53,1%,10000,16706.8,10000,224,300,37.98,100,20916.75,16700
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.04,9,800,1000,12220.8,27000,12662.25,3%,10000,15284.36,10000,227,300,36.95,100,19392.48,15276
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12900.13,4%,10000,15516.29,10000,238,300,37.52,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.22,9,800,1000,12560.16,27000,13006.44,3%,10000,15699.82,10000,229,300,37.24,100,20270.52,15700.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.08,9,847,1000,14098.1456,27000,14602.65,3%,10000,16646.86,10000,259,300,38.8,100,19585.92,16644.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.6,9,560,1000,8909.6,27000,9003.41,1%,10000,15901.3,10000,198,300,37.14,100,22188,15910
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.68,9,713,1000,9716.4788,27000,9832.616,1%,10000,13634.82,10000,176,300,33.93,100,22602.72,13627.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.5,9,560,1000,8758.4,27000,8885.326,1%,10000,15642.21,10000,202,300,36.71,100,21675,15640
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.06,9,800,1000,13282.88,27000,13721.57,3%,10000,16597.83,10000,252,300,38.66,100,19489.08,16603.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.08,9,800,1000,12346.24,27000,12745.58,3%,10000,15423.63,10000,229,300,36.89,100,19585.92,15432.8
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.23,9,669,1000,11011.74,27000,11152.84,1%,10000,16466,10000,228,300,38.35,100,20319.87,16460
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.05,9,800,1000,12751.2,27000,13190.03,3%,10000,15942.37,10000,238,300,37.96,100,19440.75,15939
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.31,9,800,1000,13096.56,27000,13509.25,3%,10000,16368.34,10000,233,300,37.65,100,20716.83,16370.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12954.3,3%,10000,15649.98,10000,236,300,36.9,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13016.18,3%,10000,15709.98,10000,240,300,37.39,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.08,9,800,1000,13380.48,27000,13815.67,3%,10000,16718.36,10000,249,300,38.78,100,19585.92,16725.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.86,9,560,1000,8980.496,27000,9085.949,1%,10000,16036.24,10000,189,300,36.99,100,23549.88,16036.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.84,9,700,1000,9715.16,27000,9849.092,1%,10000,13883.35,10000,172,300,34.16,100,23443.68,13878.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.7,9,560,1000,9061.92,27000,9186.208,1%,10000,16180.51,10000,198,300,37.34,100,22707,16182
22.12.2022,ECA-40,RH02,D1-MG-885,2.1,3,8.01,9,800,1000,13456.8,27000,13937.08,3%,10000,16828.56,10000,258,300,39.04,100,19248.03,16821
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,13001.98,4%,10000,15684.24,10000,238,300,37.34,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12793.4,3%,10000,15479.62,10000,233,300,36.95,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.07,9,800,1000,12395.52,27000,12796.3,3%,10000,15490.37,10000,228,300,36.95,100,19537.47,15494.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12868.8,3%,10000,15537.08,10000,236,300,37.08,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.07,9,800,1000,12072.72,27000,12526.72,4%,10000,15086.22,10000,235,300,36.13,100,19537.47,15090.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.19,9,800,1000,12710.88,27000,13171.89,3%,10000,15895.78,10000,234,300,36.95,100,20122.83,15888.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.01,3,8.06,9,816,1000,13219.6896,27000,13660.52,3%,10000,16209.64,10000,252,300,37.37,100,19489.08,16200.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.94,9,610,1000,10034.256,27000,10139.49,1%,10000,16442.42,10000,195,300,36.99,100,23977.08,16449.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,9.01,9,690,1000,9760.533,27000,9872.607,1%,10000,14149.63,10000,169,300,33.99,100,24354.03,14145.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.99,9,560,1000,8910.888,27000,9004.339,1%,10000,15919.38,10000,180,300,36.52,100,24246.03,15912.3
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.09,9,800,1000,13397.04,27000,13862.88,3%,10000,16753.34,10000,251,300,38.43,100,19634.43,16746.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.07,9,800,1000,12589.2,27000,13011.48,3%,10000,15744.11,10000,235,300,36.83,100,19537.47,15736.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.02,9,800,1000,12318.72,27000,12764.02,3%,10000,15402.43,10000,232,300,36.3,100,19296.12,15398.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.04,9,800,1000,12606.72,27000,13039.26,3%,10000,15762.32,10000,238,300,37.08,100,19392.48,15758.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.05,9,800,1000,12042.8,27000,12471.79,3%,10000,15055.74,10000,232,300,35.94,100,19440.75,15053.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.06,9,800,1000,11993.28,27000,12410.8,3%,10000,14985.83,10000,223,300,35.88,100,19489.08,14991.6
